Customer_Name,Street_Address,City,State,Zipcode,Age,Income,Payment_History,Number_of_Open_Credit_Cards,Credit_Score,Total_Debt,State_FIPS,Region_FIPS
Nessi Labrom,24 Knutson Avenue,Augusta,GA,30919,64,97980,1,9,828,88366,13,3
Cicely Cicullo,5199 Packers Park,Carson City,NV,89714,35,58920,0.85,4,666,189917,32,4
Fina Mullane,8 Lotheville Avenue,Atlanta,GA,30323,45,95160,0.98,15,799,102917,13,3
Waneta Staddart,93 Division Park,Erie,PA,16550,36,89888,0.77,13,530,490902,42,1
Sara Bails,4913 Kropf Center,Oklahoma City,OK,73147,40,105664,0.74,3,439,114565,40,3
Kalle Guerola,85505 Marcy Way,Minneapolis,MN,55436,37,92685,1,13,342,68557,27,2
Cori Glossop,17 Ramsey Way,Waterloo,IA,50706,58,129335,0.75,7,498,128423,19,2
Avram Clash,30 Welch Way,Jackson,MS,39236,75,114528,0.75,0,476,397382,28,3
Carolina Francescotti,2 Carioca Way,Gadsden,AL,35905,75,55923,0.78,14,573,255134,1,3
Ryann Skarman,8 Hovde Road,Phoenix,AZ,85053,52,132647,0.7,6,365,127089,4,4
Eydie Davidsson,7 Warrior Place,Virginia Beac,VA,23459,75,28682,0.76,6,517,184519,51,3
Hilario Farres,1206 Harbort Lane,Fort Lauderda,FL,33310,49,139495,0.83,15,641,143127,12,3
Merrielle Lancetter,501 Chive Lane,Sacramento,CA,95894,46,72190,0.85,11,671,130378,6,4
Currey Veighey,6 Grover Alley,San Bernardin,CA,92405,77,69595,0.7,8,379,232598,6,4
Tallie Milverton,0 Rockefeller Alley,Louisville,KY,40256,20,45801,0.98,13,772,473610,21,3
Eirena Tyas,99167 Valley Edge All,Rochester,MN,55905,37,66648,0.82,13,613,325126,27,2
Rollie Miles,20 Surrey Junction,Bloomington,IN,47405,29,109052,0.7,10,371,471110,18,2
Arny Gaw,7878 Montana Center,Bellevue,WA,98008,23,102663,0.96,0,730,417247,53,4
Lorelle Laird,77867 Stang Drive,Miami,FL,33134,22,41735,0.99,7,804,322381,12,3
Keane Give,383 Kinsman Plaza,Mobile,AL,36616,72,68668,0.88,1,694,196589,1,3
Markos Stoltz,56122 Linden Road,Worcester,MA,1654,25,125707,0.74,0,434,193202,25,1
Rollie Klisch,8 Sage Point,Washington,DC,20508,38,32736,0.96,8,730,25514,11,3
Ricardo Wason,29 Susan Trail,Dallas,TX,75221,46,136566,0.85,15,668,496534,48,3
Lalo Cavaney,016 Del Sol Way,San Antonio,TX,78265,69,84129,0.7,7,365,52332,48,3
Corrie Hedde,6 Elka Plaza,Tyler,TX,75705,60,86787,0.76,5,511,131672,48,3
Shelbi Rebillard,064 Scott Place,Northridge,CA,91328,42,33485,0.7,15,381,171916,6,4
Fairleigh Malecky,1619 Buell Street,Frederick,MD,21705,57,77035,0.92,5,704,407641,24,3
Reynolds Wyatt,32698 Killdeer Parkwa,Corpus Christ,TX,78405,41,44377,0.72,12,423,225446,48,3
Virgilio Woodsford,07800 Eastlawn Circle,Milwaukee,WI,53234,48,26860,1,15,343,52453,55,2
Magdalene Seebright,60457 Grayhawk Way,San Diego,CA,92127,38,59434,0.85,1,660,182710,6,4
Brooks Peedell,1 Vahlen Lane,Waterloo,IA,50706,25,40338,0.7,6,386,125869,19,2
Hunfredo Raye,91622 Moland Court,Houston,TX,77234,62,142677,0.98,2,794,220806,48,3
Nicol Vanstone,7 Gina Terrace,Baltimore,MD,21229,79,56831,0.72,13,424,456645,24,3
Keri Pohlke,0724 Trailsway Avenue,Orlando,FL,32885,37,121996,0.96,6,727,89293,12,3
Briny Cocklie,504 Myrtle Lane,Orlando,FL,32825,30,86818,0.98,13,765,204598,12,3
Kevan Scarff,40096 Kings Parkway,Miami,FL,33283,41,65704,0.72,14,421,279174,12,3
Doll Mathie,87480 Warner Alley,Boise,ID,83722,61,148763,0.98,0,758,191864,16,4
Corly Lount,528 Randy Park,Salt Lake Cit,UT,84199,60,41798,0.98,4,799,172783,49,4
Brier Chieco,64 Bowman Way,Suffolk,VA,23436,33,84061,0.96,2,737,449052,51,3
Hansiain Tackes,8 Eastlawn Road,Boca Raton,FL,33487,22,109715,0.92,10,710,96503,12,3
Junette Mattingley,856 Delladonna Juncti,Nashville,TN,37235,50,84102,0.99,7,824,40263,47,3
Francisco Thyer,02253 Brickson Park T,Lexington,KY,40546,42,82308,0.72,5,408,206055,21,3
Lusa O'Fallone,15096 Twin Pines Terr,Philadelphia,PA,19172,45,30807,0.88,6,694,274507,42,1
Giacobo Munnery,4993 Monument Road,Valdosta,GA,31605,39,112488,0.77,6,526,253742,13,3
Hannis Philbin,908 Sugar Terrace,Washington,DC,20575,22,87908,0.7,14,363,370785,11,3
Artair McDonagh,4 Lighthouse Bay Driv,Colorado Spri,CO,80925,80,97544,0.7,8,357,300288,8,4
Ninette Trumble,29 Lerdahl Junction,Chicago,IL,60686,22,137292,0.8,15,578,12212,17,2
Lodovico Arblaster,1030 Express Lane,Rochester,NY,14639,21,143657,0.7,5,374,438253,36,1
Joela Forryan,96320 Dottie Circle,Hicksville,NY,11854,75,148380,0.76,3,517,232325,36,1
Roana Attride,172 Mallory Park,Roanoke,VA,24048,28,82144,1,4,849,454405,51,3
Vanya Hurley,30252 Graceland Avenu,Clearwater,FL,34620,32,137736,0.98,3,764,426733,12,3
Wynny Medd,88 Scoville Terrace,Knoxville,TN,37919,65,83030,0.75,6,496,242242,47,3
Carlie Scopes,96 Fairfield Drive,Arlington,TX,76016,24,115001,0.88,15,686,439003,48,3
Arv Di Maria,08 Southridge Avenue,Pittsburgh,PA,15279,70,61416,0.92,0,721,450883,42,1
Marley Ennor,78 Redwing Crossing,Topeka,KS,66642,77,133453,0.88,13,681,329125,20,2
Pippa De Benedetti,0 Meadow Ridge Alley,Nashville,TN,37235,74,75810,0.76,11,518,471061,47,3
Pennie Rowth,30 Forest Road,Denver,CO,80223,52,50403,1,2,347,418229,8,4
Binnie Triggs,64868 Kropf Hill,Washington,DC,20046,63,43882,0.88,10,696,117144,11,3
Ellary Peet,21303 Hooker Point,Sacramento,CA,94291,21,45684,0.82,2,625,249770,6,4
Alvina Soldan,68717 Claremont Point,Arlington,TX,76011,54,55570,0.72,1,411,439160,48,3
Kin Sibley,18152 Lunder Lane,San Jose,CA,95123,22,98436,0.72,7,418,44291,6,4
Khalil Lagen,8 Warner Lane,Los Angeles,CA,90050,69,94394,0.98,2,758,359517,6,4
Syman O'Corrane,51 Grover Crossing,Houston,TX,77212,78,104608,1,3,850,382575,48,3
Juliann Rubinfeld,009 Jana Crossing,Augusta,GA,30905,71,109380,0.72,13,424,241241,13,3
Eileen Adolfson,2696 Forest Hill,Duluth,GA,30195,51,79327,0.75,4,458,4894,13,3
Sydel Giorgeschi,418 Anzinger Terrace,Bronx,NY,10469,35,69958,0.75,13,499,194157,36,1
Huntington Natalie,49 Artisan Alley,Billings,MT,59112,79,53408,0.92,2,706,251019,30,4
Asa Tyndall,156 7th Drive,Jamaica,NY,11480,79,46794,0.96,7,742,419,36,1
Lynnell Fydo,27 Burrows Alley,Lexington,KY,40505,42,89004,0.99,11,805,119078,21,3
Corliss Daughtry,9 Havey Center,Detroit,MI,48267,30,85730,0.98,10,791,20576,26,2
Ameline Perfitt,02587 Lyons Plaza,Atlanta,GA,30368,72,91921,0.99,4,822,300450,13,3
Brigit Roycroft,6323 Derek Avenue,Longview,TX,75605,45,94217,0.75,14,459,8193,48,3
Luke Probet,16 Cascade Parkway,Spring,TX,77386,24,123229,0.83,7,629,23070,48,3
Israel Duny,61640 Hallows Place,Richmond,VA,23225,22,83612,1,3,843,38830,51,3
Peta Druce,96 Sutteridge Avenue,Santa Monica,CA,90405,65,140194,0.98,5,761,60325,6,4
Darsie Parres,1182 Derek Avenue,Durham,NC,27717,65,59399,0.74,4,433,255053,37,3
Jessi Pawelec,732 Victoria Center,San Francisco,CA,94126,45,112000,0.77,7,537,23978,6,4
Corrina Lux,5197 Porter Street,Memphis,TN,38161,38,129069,0.85,12,672,33986,47,3
Alexandros Fitzsimmon,494 Bunting Crossing,Philadelphia,PA,19151,47,129656,0.83,12,632,239753,42,1
Sasha Grimsey,1823 Fordem Plaza,Oakland,CA,94627,52,80987,0.98,13,770,51525,6,4
Timothee Bims,7808 Riverside Terrac,Washington,DC,20319,56,135210,0.92,6,721,100347,11,3
Gustavus Hartopp,9 Dennis Hill,Albuquerque,NM,87140,22,27327,0.72,11,402,101313,35,4
Paige Moreman,9612 Clarendon Plaza,Newport News,VA,23605,74,29039,0.83,5,646,277283,51,3
Marcille Di Frisco,9 Armistice Park,Denver,CO,80209,30,33778,0.7,7,381,359197,8,4
Pieter Hickford,176 Dunning Way,Tacoma,WA,98442,66,40617,1,8,829,186331,53,4
Leda Waldron,8976 4th Terrace,Washington,DC,20226,62,105059,0.96,5,731,161751,11,3
Ab Cescot,37 Hazelcrest Alley,Denton,TX,76210,43,57448,0.92,6,703,224831,48,3
Clevie Barnaclough,7409 Ryan Hill,Corpus Christ,TX,78415,78,77481,0.76,11,519,344369,48,3
Janis Dales,838 Sunnyside Plaza,New Orleans,LA,70154,66,44131,1,9,315,259222,22,3
Jerrie Kilborn,25621 5th Alley,Anchorage,AK,99512,55,63589,1,3,342,366350,2,4
Roseann Andersen,86335 Mariners Cove S,Tucson,AZ,85737,47,105097,0.77,14,543,49836,4,4
Giustino Mollin,845 East Lane,Springfield,IL,62711,60,102371,0.78,10,551,379461,17,2
Daniella Baake,8 Mcguire Circle,Seattle,WA,98104,54,98658,1,4,848,339512,53,4
Bronson Stenner,06276 Commercial Way,Milwaukee,WI,53220,78,90212,0.83,0,634,72459,55,2
Zaccaria Reeders,4392 Norway Maple Poi,Laurel,MD,20709,59,145740,0.75,3,482,40835,24,3
Donavon Millins,4 Anniversary Lane,Jamaica,NY,11480,49,129920,1,3,306,245883,36,1
Timothea Taylerson,1 Old Gate Lane,Charleston,WV,25331,80,112526,0.75,11,483,175665,54,3
Lemuel Trowill,962 Meadow Valley All,Tacoma,WA,98405,47,98197,0.77,2,543,236930,53,4
Ortensia Deluca,7802 Coleman Terrace,Jamaica,NY,11431,29,109319,0.76,10,503,89494,36,1
Brynn Cheers,71108 Marcy Street,Milwaukee,WI,53220,73,25039,0.83,10,632,116692,55,2
Lothario Johnigan,1350 Clove Plaza,Dallas,TX,75231,25,59283,0.75,5,458,134259,48,3
Lianna Arnfield,53081 Old Shore Drive,Pittsburgh,PA,15250,68,80812,0.98,5,791,461889,42,1
Dennis Heymes,694 7th Parkway,San Jose,CA,95194,28,125504,0.78,8,563,144603,6,4
Dolley Swyn,8 Linden Trail,Farmington,MI,48335,32,54265,0.96,4,726,186288,26,2
Branden Ulster,93553 Commercial Aven,Wichita Falls,TX,76305,66,114926,1,6,310,47008,48,3
Jemie Pevie,51 Mockingbird Center,Fresno,CA,93740,32,48460,0.8,12,586,102642,6,4
Kingsley Hourigan,63079 Killdeer Parkwa,Dallas,TX,75246,43,82612,0.98,5,778,266982,48,3
Redd Fincken,29 Cardinal Street,Norfolk,VA,23514,38,93985,0.82,4,616,193812,51,3
Pat Filippov,06351 Mandrake Pass,Provo,UT,84605,79,137589,0.8,10,594,16272,49,4
Verna Gabbat,7 Algoma Way,Knoxville,TN,37939,66,135836,0.92,8,713,147195,47,3
Caralie Porch,38 Bellgrove Pass,Phoenix,AZ,85020,54,139899,0.78,8,556,189624,4,4
Ranique Gozard,384 Express Trail,Anchorage,AK,99507,20,68543,0.77,3,537,240221,2,4
Roger Enrico,8 Nancy Plaza,Cleveland,OH,44111,32,78479,0.99,6,801,314555,39,2
Evelyn Garnar,883 Green Ridge Pass,El Paso,TX,88558,70,99645,0.83,15,637,430773,48,3
Filmore Garlicke,67 Springview Drive,New Orleans,LA,70183,52,58945,0.7,10,369,341993,22,3
Shelba Stanton,81 Bartelt Road,Berkeley,CA,94705,79,148102,0.76,1,521,332606,6,4
Tully Schukraft,886 Clarendon Parkway,Memphis,TN,38131,20,119515,0.92,10,704,321254,47,3
Almire Stalley,63978 Chive Lane,Akron,OH,44329,35,82018,0.98,13,788,326784,39,2
Anjanette Berceros,5312 Bashford Trail,Washington,DC,20397,36,106844,0.7,8,374,400515,11,3
Paten MacAskie,8606 Buhler Trail,Newark,DE,19725,59,95057,1,8,850,415640,10,3
Virgie McClements,35085 Spaight Drive,Evanston,IL,60208,21,32863,0.99,8,806,151638,17,2
Suzanna Littlefield,84 Hallows Pass,Abilene,TX,79605,32,122360,0.77,9,528,436104,48,3
Ariela Pharaoh,9519 Ramsey Way,New Orleans,LA,70142,71,71592,0.88,13,681,201208,22,3
Teirtza Beddon,807 Namekagon Parkway,Memphis,TN,38181,69,121758,0.75,9,459,428521,47,3
Thorsten Poulter,0442 Petterle Way,Dayton,OH,45490,39,26741,0.85,13,666,199405,39,2
Petr Bertolaccini,6 Mayfield Court,Washington,DC,20036,70,48488,0.96,9,732,154223,11,3
Dacy McKinney,5553 Larry Terrace,Dallas,TX,75277,80,65963,0.8,4,595,150047,48,3
Cass Flaws,30112 Onsgard Point,Boise,ID,83732,52,36870,0.88,4,677,487982,16,4
Siobhan Alcido,2361 Karstens Point,Temple,TX,76505,38,138018,0.74,3,448,165573,48,3
Lyndell Macconachy,54836 Clyde Gallagher,Jacksonville,FL,32204,28,116830,0.7,10,375,146468,12,3
Leanora Berndtssen,8 Esch Avenue,Inglewood,CA,90398,54,118166,0.83,2,643,294272,6,4
Westbrook Delph,6129 Moulton Circle,Billings,MT,59112,33,53485,0.7,7,400,445677,30,4
Tessie Balbeck,945 Ronald Regan Way,Duluth,MN,55811,39,78750,0.98,11,768,92670,27,2
Hesther Roberson,33070 Magdeline Junct,Baltimore,MD,21203,46,141622,0.88,1,683,368819,24,3
Osmond Gyorffy,806 Vernon Trail,San Francisco,CA,94110,52,67947,0.78,8,567,208362,6,4
Carolyne Fetherstan,4610 Butterfield Cent,Dayton,OH,45426,37,105599,0.92,8,714,15030,39,2
Dominic Allderidge,3 Bonner Drive,Garland,TX,75049,65,36495,0.76,6,522,421553,48,3
Erhard Impey,3 Hoard Crossing,Columbus,OH,43231,30,86746,1,2,849,136798,39,2
Fernanda Crunkhorn,14 Northwestern Trail,Buffalo,NY,14276,68,112386,0.85,10,672,425102,36,1
Tamarah Glendza,45 Anhalt Pass,Lexington,KY,40591,26,129183,0.72,14,415,39166,21,3
Solomon Maypole,73 Blaine Street,Seattle,WA,98158,35,127840,1,11,303,30067,53,4
Jeri Tures,53 Bunker Hill Circle,Colorado Spri,CO,80925,50,61276,0.92,5,721,87739,8,4
Petrina Burnett,3 Kings Circle,Albany,NY,12227,45,46106,0.77,11,541,416747,36,1
Zonnya Craik,5 Green Center,Charleston,SC,29416,21,67405,0.88,1,700,321509,45,3
Julius McBride,8150 Boyd Road,New York City,NY,10160,63,117173,0.72,6,420,319485,36,1
Kelcy Barkas,42296 Forest Center,Detroit,MI,48211,45,146759,0.72,10,413,401858,26,2
Scott Mulcaster,0238 Warrior Terrace,Roanoke,VA,24034,57,60055,0.82,12,623,248383,51,3
Giorgio Sergean,01134 Welch Terrace,Syracuse,NY,13205,79,32711,0.98,5,784,435937,36,1
Glen Pietrasik,051 Meadow Valley Par,Silver Spring,MD,20918,64,60212,0.72,9,402,339024,24,3
Fremont Cavie,4 Logan Center,Tulsa,OK,74184,76,130239,0.75,14,480,283656,40,3
Tera Common,22 Kinsman Alley,Flint,MI,48555,73,117206,0.72,12,408,186657,26,2
Killy Prestney,881 Meadow Ridge Plac,Tacoma,WA,98447,52,104585,0.7,4,357,385829,53,4
Emlyn McCuaig,0 Beilfuss Street,Washington,DC,20029,38,41847,0.78,12,563,116583,11,3
Boyd Rosso,7 Dryden Trail,Lancaster,PA,17605,67,35970,0.99,7,800,444762,42,1
Maddy Oosthout de Vre,63403 Glendale Lane,Fairbanks,AK,99790,39,138984,1,9,317,24676,2,4
Ansell Bear,68825 Nevada Road,Little Rock,AR,72231,73,106604,0.96,7,739,3658,5,3
Hardy Firpi,3630 Kim Crossing,Henderson,NV,89012,44,122341,0.8,1,587,330017,32,4
Tomaso Cawthera,93402 Mariners Cove S,Saint Cloud,MN,56372,79,60258,0.92,15,703,102516,27,2
Odilia Pfeiffer,14572 Moulton Parkway,Boston,MA,2216,80,142737,0.8,0,598,486449,25,1
Archie Tapp,5536 Hagan Terrace,Baltimore,MD,21275,20,72297,0.83,11,643,293919,24,3
Malvina McPheat,4 Meadow Ridge Center,Oklahoma City,OK,73135,65,65334,0.99,5,809,13081,40,3
Carri MacCart,41 Elgar Center,Minneapolis,MN,55448,31,29996,0.74,10,434,390146,27,2
Cinderella Hatrey,26 Crowley Plaza,Fairfax,VA,22036,58,82757,0.98,13,799,145331,51,3
Loren Dalby,6115 Buell Point,Springfield,IL,62776,30,82338,0.77,5,534,275532,17,2
Margalo Hitschke,5 Roxbury Plaza,Honolulu,HI,96805,50,51376,0.83,1,638,45477,15,4
Carr Hurich,62 Hansons Alley,Washington,DC,20404,78,83693,0.77,3,526,423618,11,3
Hunfredo Whetland,203 Surrey Place,Waterbury,CT,6705,30,106084,0.75,13,471,437310,9,1
Natalina Sambeck,943 Dawn Road,Milwaukee,WI,53277,62,137879,0.7,15,389,287810,55,2
Dael Dubs,42572 Duke Parkway,Cleveland,OH,44191,37,83321,0.7,4,375,57136,39,2
Rois McLaughlan,091 8th Lane,Phoenix,AZ,85005,66,56522,0.98,2,776,37669,4,4
Geoff Wicher,19118 Blue Bill Park,Las Vegas,NV,89115,30,66393,0.96,14,728,5974,32,4
Eirena Brimley,2 Vahlen Lane,Minneapolis,MN,55407,25,113496,0.8,1,592,244213,27,2
Kim Wickliffe,0 Mitchell Circle,Memphis,TN,38197,21,128808,0.98,8,797,251043,47,3
Gilberto Tween,419 Montana Circle,Pittsburgh,PA,15250,39,52046,0.8,9,588,337908,42,1
Pam Hubane,796 Leroy Point,Baltimore,MD,21265,39,138504,0.75,4,493,285608,24,3
Scot Brackenbury,40 West Drive,Silver Spring,MD,20910,51,50446,0.8,14,594,425160,24,3
Vernice Dinzey,3249 Evergreen Circle,Tucson,AZ,85705,78,148358,0.92,12,717,184398,4,4
Dylan Gobbet,7893 Luster Avenue,Detroit,MI,48206,20,35213,0.77,10,544,166478,26,2
Raynard Arpe,4565 South Drive,Fort Wayne,IN,46814,38,114482,0.98,9,755,411321,18,2
Patience Sandal,300 Meadow Ridge Cour,Fayetteville,NC,28305,46,40201,0.72,3,406,151255,37,3
Lisle Richardon,39203 Merchant Road,Lansing,MI,48956,31,62183,0.72,8,413,209392,26,2
Joyan Kunath,5 Twin Pines Lane,Garland,TX,75044,29,148664,0.76,5,514,263268,48,3
Gordan Giovannacc@i,19 Manufacturers Alle,Sacramento,CA,94245,69,79936,0.92,2,725,238740,6,4
Garrick Mundie,9 Florence Park,Cleveland,OH,44197,24,86988,1,9,321,376828,39,2
Berti Cureton,0765 Sunfield Center,York,PA,17405,28,66266,0.7,7,392,225114,42,1
Tim Elvins,23 Westridge Drive,Delray Beach,FL,33448,76,60787,0.83,4,644,37931,12,3
Keeley Weaben,247 5th Drive,Springfield,MA,1129,37,36549,0.72,11,418,252665,25,1
Brandie Cockley,63 Vidon Parkway,San Francisco,CA,94159,38,93646,0.75,8,478,476432,6,4
Janessa Drinkwater,3052 Buhler Point,Reno,NV,89595,38,73641,1,12,325,405575,32,4
Jamaal Sex,321 Novick Avenue,Memphis,TN,38119,57,100276,0.78,12,564,220493,47,3
Gifford Wakerley,5 Bobwhite Hill,Rockford,IL,61110,43,120881,1,15,346,228513,17,2
Mollee McCorkindale,4 Cottonwood Crossing,Phoenix,AZ,85053,72,124038,0.75,4,465,376281,4,4
Harp Vanyukhin,866 Jenifer Junction,Wilmington,DE,19886,45,121297,0.82,0,618,124895,10,3
Eartha Leakner,626 Randy Parkway,Seattle,WA,98127,33,68548,0.75,12,466,117773,53,4
Bethanne Jansey,5694 Goodland Parkway,Pittsburgh,PA,15274,34,146430,0.78,6,571,407564,42,1
Dougie Waywell,193 Bartillon Hill,Louisville,KY,40210,64,54630,0.8,9,580,397079,21,3
Heather Denson,475 Tennessee Street,Bronx,NY,10459,42,59049,0.75,1,481,498374,36,1
Remington Daggett,31 Stone Corner Cross,Houston,TX,77271,38,56128,0.88,4,697,399591,48,3
Louella Fransewich,50 Little Fleur Road,Saint Louis,MO,63196,39,97506,0.92,10,708,163885,29,2
Domini Andreu,06 Fremont Crossing,Charleston,WV,25321,48,96881,0.72,12,405,350899,54,3
Georgeanna Dreossi,31850 Wayridge Street,Brooklyn,NY,11210,38,47033,0.78,2,553,412268,36,1
Carver Crockett,22703 Lakewood Garden,Vero Beach,FL,32969,36,93396,0.83,6,655,326441,12,3
Rodrigo Dines,91979 Mendota Point,Panama City,FL,32405,70,30292,0.99,1,823,400560,12,3
Aubrey Suter,69850 Randy Trail,Waterloo,IA,50706,73,147760,0.78,1,573,252307,19,2
Iosep Justun,4895 Debs Alley,Miami,FL,33185,70,143457,0.92,15,717,90022,12,3
Livy Tiebe,94 Claremont Park,Palm Bay,FL,32909,45,124331,0.83,5,646,14875,12,3
Gordy Piaggia,15425 East Circle,Fort Smith,AR,72916,58,133090,0.75,9,497,283728,5,3
Koren Bendig,3340 Fuller Circle,Tuscaloosa,AL,35487,31,110733,0.72,15,419,300962,1,3
Isabeau Janas,84489 Carpenter Point,Pensacola,FL,32526,24,80185,0.85,6,660,261795,12,3
Kanya Quarless,30 Waubesa Trail,Springfield,IL,62718,66,142882,0.72,15,424,452785,17,2
Shawn Sherebrooke,040 Duke Drive,Washington,DC,20380,49,126743,0.83,2,645,219138,11,3
Morty Harte,3464 Prairie Rose Poi,Boulder,CO,80310,34,47606,0.99,1,820,226266,8,4
Lane Dutch,462 Old Gate Alley,South Bend,IN,46620,65,104695,0.7,15,369,11041,18,2
Fred Goodall,8 American Center,Hialeah,FL,33013,76,77540,0.92,12,715,43953,12,3
Fae McCrum,6 Fremont Alley,Washington,DC,20238,33,133434,0.7,2,394,135712,11,3
Shelton Bims,03 Riverside Junction,Saint Louis,MO,63121,36,32555,0.88,0,684,314828,29,2
Emelita Beetles,6598 Lukken Road,York,PA,17405,60,147447,0.8,0,598,328778,42,1
Simonette Lau,3 Tennyson Parkway,Dallas,TX,75310,36,103275,0.88,3,686,88631,48,3
Lena Munt,2188 Nobel Place,Louisville,KY,40225,33,59601,1,9,331,51681,21,3
Titus Sinson,25732 Lien Hill,Durham,NC,27717,28,132726,0.99,0,813,401518,37,3
Derward Tapscott,57 Kingsford Crossing,Atlanta,GA,31196,46,135335,1,9,308,335643,13,3
Borg Featherstone,83780 Mcbride Terrace,Houston,TX,77030,76,143545,0.88,0,681,52779,48,3
Yorgo Briatt,6 Stephen Circle,Saint Paul,MN,55114,36,112840,0.8,15,585,7766,27,2
Rosamond Worvell,4942 Sunbrook Parkway,Fort Worth,TX,76129,36,131350,0.98,4,763,98166,48,3
Bordie Quesne,79159 Mcbride Way,Cincinnati,OH,45233,70,117407,0.82,5,606,383718,39,2
Gabriella Watting,054 Forest Alley,Saint Louis,MO,63131,80,72325,1,5,830,119557,29,2
Flint Zorzenoni,40 Lake View Trail,Arlington,TX,76096,21,73103,1,8,327,210352,48,3
Maggi Cantillon,97078 Leroy Place,Wichita,KS,67215,22,131904,0.85,4,656,378312,20,2
Gerrard Doog,4 Northport Crossing,Baton Rouge,LA,70820,39,107564,0.83,14,642,24000,22,3
David Dalwood,8522 Kipling Road,Salt Lake Cit,UT,84170,42,29114,0.92,2,703,358382,49,4
Alick Ellson,917 Dovetail Park,Beaumont,TX,77713,45,77792,1,2,324,202141,48,3
Junia Eastcott,61783 Commercial Park,Hicksville,NY,11854,52,142638,0.96,11,736,472308,36,1
Normie Lowseley,39446 Merchant Drive,Van Nuys,CA,91499,32,137099,0.72,4,421,475643,6,4
Allin Caldow,6 Oriole Pass,Houston,TX,77271,60,137987,0.78,5,564,449475,48,3
Brander Pickover,64755 Veith Drive,Birmingham,AL,35236,79,51814,0.98,14,755,299067,1,3
Sheela Mathan,3 Cordelia Place,Schenectady,NY,12305,52,129545,1,4,326,188343,36,1
Merralee Lapthorne,219 Mcbride Center,Charlotte,NC,28225,52,140400,0.74,2,448,53269,37,3
Astrid Sims,9 Forest Avenue,Washington,DC,20430,54,126445,1,9,827,497428,11,3
Elmo Potts,5 Maple Wood Lane,Austin,TX,78789,21,138656,0.92,12,712,459347,48,3
Thea Winfindine,43254 Cascade Plaza,Fargo,ND,58106,43,118900,0.75,4,475,289198,38,2
Rozanna Houson,6715 Arapahoe Trail,Reston,VA,20195,72,140932,0.78,1,575,313598,51,3
Olwen Curzon,10641 Grasskamp Road,San Francisco,CA,94121,28,145385,0.72,9,402,63672,6,4
Patrice Strowther,4312 Waywood Court,Dayton,OH,45490,55,29689,0.75,9,487,426208,39,2
Katie Diggell,77 Dawn Place,Fort Smith,AR,72905,25,59610,0.99,5,816,67370,5,3
Rudiger Brigdale,30407 Algoma Street,El Paso,TX,88530,77,141492,0.98,8,755,153695,48,3
Elladine Flippelli,3519 Arapahoe Drive,Richmond,VA,23272,65,79528,1,12,305,86309,51,3
Mannie Olland,3577 Namekagon Terrac,San Bernardin,CA,92410,29,67561,0.88,9,685,259764,6,4
Ellette Gheeorghie,5 Haas Way,Louisville,KY,40220,69,34521,1,3,301,357350,21,3
Willy Hamblington,332 Waywood Pass,Sacramento,CA,94207,34,85264,0.83,0,640,425824,6,4
Katherina Ravenshear,7431 Fulton Street,Paterson,NJ,7544,24,61808,0.99,5,819,124703,34,1
Gerome Saffill,737 Stephen Lane,Cincinnati,OH,45203,80,32274,1,6,333,334278,39,2
Carlie Aubert,785 Petterle Parkway,Charlotte,NC,28242,24,90322,0.75,12,489,199999,37,3
Ilaire Pavel,55597 Melvin Court,Los Angeles,CA,90094,62,27551,0.76,1,514,216985,6,4
Rhiamon Mowle,90 Tony Crossing,Norcross,GA,30092,64,137037,0.77,13,527,338643,13,3
Zachary Chatenier,10 Mosinee Way,Fort Wayne,IN,46814,73,135322,1,5,345,30738,18,2
Hobey Keher,133 Longview Center,Pensacola,FL,32511,36,139449,0.98,15,771,324617,12,3
Winnah McDonagh,6 Dahle Hill,Lake Worth,FL,33462,21,77607,0.75,8,471,342106,12,3
Annabal Simants,2935 Anhalt Circle,Wilmington,NC,28410,72,33843,0.72,8,404,89222,37,3
Jarrett Biernat,7198 Susan Hill,Kansas City,MO,64142,77,37785,0.7,14,356,279417,29,2
Harlie Autrie,81 Killdeer Court,Provo,UT,84605,49,68633,0.88,5,684,213995,49,4
Merill Halfpenny,49 Algoma Terrace,Monticello,MN,55565,57,68000,0.85,12,660,219336,27,2
Emile Johns,619 Independence Plac,Frankfort,KY,40618,63,123260,0.75,8,489,18501,21,3
Stanwood Lathee,83288 Di Loreto Place,Durham,NC,27710,20,136298,0.75,10,496,95844,37,3
Tabitha Cogdell,0579 Gerald Avenue,Tampa,FL,33680,78,61141,1,10,338,440434,12,3
Ramsey Andrichuk,84 Thompson Place,Irvine,CA,92710,27,25595,0.83,8,650,279166,6,4
Avery Hellcat,27292 Ruskin Circle,San Diego,CA,92176,21,66617,0.75,3,494,216530,6,4
Willetta Baish,7226 Victoria Street,Miami,FL,33134,28,58697,0.83,13,653,302301,12,3
Armando Frane,362 Westridge Way,Clearwater,FL,33758,38,33417,0.7,4,362,166496,12,3
Ryann Adamthwaite,2 Hooker Alley,Spokane,WA,99252,77,59797,0.7,7,358,383300,53,4
Elset Pinn,877 Sachs Lane,Bakersfield,CA,93399,49,48777,1,13,344,335217,6,4
Missy Yanez,430 Schurz Pass,Sarasota,FL,34233,45,62548,0.76,10,510,125337,12,3
Bartlet Kennon,3611 Jana Center,Worcester,MA,1654,23,128313,0.76,3,502,490580,25,1
